Index,Start,End,Text
1475,"01:30:35,080","01:30:36,080",I know.
1476,"01:30:36,080","01:30:37,080",I know.
1477,"01:30:37,080","01:30:38,080",I know.
1478,"01:30:38,080","01:30:39,080",I know.
1479,"01:30:39,080","01:30:40,080",I know.
1480,"01:30:40,080","01:30:41,080",I know.
1481,"01:30:41,080","01:30:42,080",I know.
1482,"01:30:42,080","01:30:43,080",I know.
1483,"01:30:43,080","01:30:44,080",I know.
1484,"01:30:44,080","01:30:45,080",I know.
1485,"01:30:45,080","01:30:46,080",I know.
1486,"01:30:46,080","01:30:47,080",I know.
1487,"01:30:47,080","01:30:48,080",I know.
1488,"01:30:48,080","01:30:49,080",I know.
1489,"01:30:49,080","01:30:50,080",I know.
1490,"01:30:50,080","01:30:51,080",I know.
1491,"01:30:51,080","01:30:52,080",I know.
1492,"01:30:52,080","01:30:53,080",I know.
1493,"01:30:53,080","01:30:54,080",I know.
1494,"01:30:54,080","01:30:55,080",I know.
1495,"01:30:55,080","01:30:56,080",I know.
1496,"01:30:56,080","01:30:57,080",I know.
1497,"01:30:57,080","01:30:58,080",I know.
1498,"01:30:58,080","01:30:59,080",I know.
1499,"01:30:59,080","01:31:00,080",That was a close one.
1500,"01:31:00,080","01:31:01,080",Too close.
1501,"01:31:01,080","01:31:03,080","I think it's over, Snork Maiden."
1502,"01:31:03,080","01:31:06,080",What a find I made today.
1503,"01:31:06,080","01:31:08,080",What a find I made today.
1504,"01:31:08,080","01:31:10,080",What a find I made today.
1505,"01:31:19,080","01:31:22,080",What a find I made today.
1506,"01:31:22,080","01:31:25,080",What you find It was I made today.
1507,"01:31:25,080","01:31:28,080",What a find I made today.
1508,"01:31:28,080","01:31:30,080",What a find I made today.
1509,"01:31:30,080","01:31:31,080",What a find Hai.
1510,"01:31:31,080","01:31:33,080",What a find I made today.
1511,"01:31:33,080","01:31:35,080",What the see my time is.
1512,"01:31:35,080","01:31:38,080",What you can do is wait until it's blown itself out.
1513,"01:31:39,080","01:31:42,080",But what if the waves are so high that your boat is caught up
1514,"01:31:42,080","01:31:44,080",and washed out to sea?
1515,"01:31:44,080","01:31:47,080",That is a different story altogether.
1516,"01:31:47,080","01:31:53,080",What if the waves are so high that your boat is caught up?
1517,"01:32:18,080","01:32:21,080",They're always happy and always at play.
1518,"01:32:21,080","01:32:25,080",The movements are having fun day after day.
1519,"01:32:25,080","01:32:29,080",The movements.
1520,"01:32:29,080","01:32:33,080",The movements.
1521,"01:32:33,080","01:32:36,080",They love the laughter and they love the living.
1522,"01:32:36,080","01:32:40,080",The movements.
1523,"01:32:40,080","01:32:47,080",They're leaving and sharing and caring and giving the movements.
1524,"01:32:47,080","01:32:51,080",They're always happy and always at play.
1525,"01:32:51,080","01:32:55,080",The movements are having fun day after day.
1526,"01:32:55,080","01:32:58,080",The movements.
1527,"01:32:58,080","01:33:02,080",The movements.
1528,"01:33:02,080","01:33:08,080",The movements.
1529,"01:33:10,080","01:33:14,080",The movements.
1530,"01:33:41,080","01:33:44,080",They are the movements.
1531,"01:33:44,080","01:33:47,080","So come with me, give me your hand."
1532,"01:33:47,080","01:33:50,080",I'll take you up to a moment land.
1533,"01:33:50,080","01:33:53,080",You can fly just like a bird.
1534,"01:33:53,080","01:33:55,080",Sing the bass song ever.
1535,"01:33:55,080","01:33:58,080",There were the movements.
1536,"01:33:58,080","01:34:01,080",There were the movements.
1537,"01:34:01,080","01:34:04,080",There were the movements.
1538,"01:34:04,080","01:34:07,080",There were the movements.
1539,"01:34:07,080","01:34:10,080",There were the movements.
1540,"01:34:10,080","01:34:13,080",There were the movements.
1541,"01:34:37,080","01:34:40,080",There were the movements.
1542,"01:34:40,080","01:34:43,080",There were the movements.
1543,"01:34:43,080","01:34:46,080",The movements.
1544,"01:35:08,080","01:35:13,080","Papa, I think that rope is getting loose."
1545,"01:35:13,080","01:35:14,080","Okay, movement."
1546,"01:35:14,080","01:35:18,080",You'd better have a look before this wind has the whole tent down.
1547,"01:35:18,080","01:35:21,080","The eye, Captain."
1548,"01:35:21,080","01:35:25,080",A sudden storm has hit the hafifat in this island.
1549,"01:35:25,080","01:35:35,080","The movement, Papa, has decided that it would be far safer to stay the night on the island."
1550,"01:35:35,080","01:35:39,080",So they put up the tent and moored the boat.
1551,"01:35:48,080","01:35:51,080",This will show us what the weather's up to.
1552,"01:35:51,080","01:35:53,080",That's as long as it's still working.
1553,"01:35:53,080","01:35:56,080",I'm sure it's going to die down really soon.
1554,"01:35:56,080","01:35:58,080","Oh, wake up, Mr. Hemelon."
1555,"01:35:58,080","01:36:03,080","When the storm clears, we must give this barometer straight back to the hafifat in this."
1556,"01:36:03,080","01:36:07,080","Oh, I quite fancy keeping it myself to remind me of the island."
1557,"01:36:07,080","01:36:10,080","You know, it seems to work after all."
1558,"01:36:10,080","01:36:14,080","But Mr. Hemelon, that'll only remind you of the horrible hafifat in this."
1559,"01:36:14,080","01:36:17,080",What about all the tons of plants you found?
1560,"01:36:17,080","01:36:20,080",That surely is going to be enough?
1561,"01:36:20,080","01:36:26,080","Yes, I know, but there was only really one special flower amongst all those plants, and I nearly missed that one."
1562,"01:36:26,080","01:36:28,080","Look, isn't it a beauty?"
1563,"01:36:28,080","01:36:31,080",I discovered it as I was about to tie up the boat.
1564,"01:36:31,080","01:36:34,080","Oh, woman, Papa."
1565,"01:36:34,080","01:36:36,080","Yes, Mr. Hemelon."
1566,"01:36:36,080","01:36:42,080","You know, when you all went to put up the tent, you told me to tie up the boat so she was safe."
1567,"01:36:42,080","01:36:44,080","Yes, of course."
1568,"01:36:44,080","01:36:47,080","Well, I'm not sure if I did."
1569,"01:36:47,080","01:36:49,080",Not sure at all.
1570,"01:36:50,080","01:36:53,080","Please try to remember, Mr. Hemelon."
1571,"01:36:53,080","01:36:57,080",I can't. It's all very unclear in my mind.
1572,"01:36:57,080","01:37:01,080","If the boat's not here, we'll be stuck on the island forever and ever."
1573,"01:37:01,080","01:37:07,080","Oh, we pulled it well ashore, so it should be okay, but we'd better check on it as soon as we can."
1574,"01:37:07,080","01:37:09,080",I'll go have a look.
1575,"01:37:09,080","01:37:12,080","Quickly, moment. Be careful."
1576,"01:37:13,080","01:37:17,080",I remember I was just going to do it when I spotted this flower.
1577,"01:37:17,080","01:37:20,080",Just by a rocket was whole dear.
1578,"01:37:22,080","01:37:24,080",Woman.
1579,"01:37:37,080","01:37:39,080","Boy, that was close."
1580,"01:37:39,080","01:37:44,080",Tie it to the tree and make sure it's tight.
1581,"01:37:44,080","01:37:46,080",That should do it.
1582,"01:37:46,080","01:37:48,080",Just in time.
1583,"01:37:48,080","01:37:51,080","You know, the waves must have been huge to reach this far."
1584,"01:37:51,080","01:37:53,080","Well, we saved the boat."
1585,"01:37:53,080","01:37:55,080",Yes.
1586,"01:37:55,080","01:37:59,080","Well, this storm will be over soon."
1587,"01:38:04,080","01:38:07,080",Is everything okay?
1588,"01:38:07,080","01:38:09,080",Yep. Everything's fine.
1589,"01:38:09,080","01:38:13,080","Oh, thank goodness. So we're not stranded after all."
1590,"01:38:13,080","01:38:15,080",Huh? No.
1591,"01:38:15,080","01:38:17,080",We needn't have worried.
1592,"01:38:17,080","01:38:21,080","I'm very sorry. Really, I am."
1593,"01:38:21,080","01:38:26,080","Are you all right, Snort Maiden? Now I am."
1594,"01:38:37,080","01:38:46,080","According to this, the storm is blowing over now and it should stop raining soon."
1595,"01:38:46,080","01:38:48,080","Well, the wind seems to have dropped."
1596,"01:38:48,080","01:38:52,080","Oh, good. All that thunder and lightning is so noisy."
1597,"01:38:52,080","01:38:58,080","Ah, right. I think I'll just go for a bit of a walk before I settle down for the night."
1598,"01:38:58,080","01:39:01,080",But it's much too dark to see anything.
1599,"01:39:01,080","01:39:05,080",The fresh air will do me good.
1600,"01:39:06,080","01:39:11,080","Oh, ah! That's a good idea. I could do with some fresh air myself."
1601,"01:39:11,080","01:39:14,080",Wait for me. I'll come too.
1602,"01:39:14,080","01:39:16,080",Let me increase the water.
1603,"01:39:16,080","01:39:19,080",There's still there hundreds of them all glowing.
1604,"01:39:19,080","01:39:21,080",The hatty fat nurse.
1605,"01:39:21,080","01:39:24,080",They're waiting for us.
1606,"01:39:25,080","01:39:35,080",The lightning must have recharged them.
1607,"01:39:35,080","01:39:41,080","Look at them all. I wonder what they want, Snort Maiden."
1608,"01:39:41,080","01:39:45,080",Such a heavy storm would have given them lots and lots of energy.
1609,"01:39:45,080","01:39:47,080","Gosh, they're ready for anything."
1610,"01:39:47,080","01:39:50,080",They're not coming any closer.
1611,"01:39:50,080","01:39:53,080",They seem fairly friendly. Maybe they just want to see what we look like.
1612,"01:39:53,080","01:39:55,080","No, I know what they're here for."
1613,"01:39:55,080","01:39:57,080","Oh, what's that, Snuffkin?"
1614,"01:39:57,080","01:39:59,080","It's their barometer, Moomin Papa."
1615,"01:39:59,080","01:40:04,080",They know we've got it and they've come to get it back from us.
1616,"01:40:04,080","01:40:07,080","Yes, I think you're right, Snuffkin."
1617,"01:40:07,080","01:40:09,080",Mr. Hamilton?
1618,"01:40:09,080","01:40:12,080",I do think you'd better give it back to them.
1619,"01:40:12,080","01:40:14,080",Do I have to?
1620,"01:40:14,080","01:40:20,080","Yes, of course. After all it is there isn't there are a lot of them."
1621,"01:40:21,080","01:40:25,080","Look, why don't you take it out to them now?"
1622,"01:40:29,080","01:40:33,080",You know the barometer does belong to the Mr. Hamilton.
1623,"01:40:33,080","01:40:37,080","Oh, dear, dear. Give it to me."
1624,"01:40:37,080","01:40:39,080","Let me do it, Papa."
1625,"01:40:39,080","01:40:43,080","Well done, my boy."
1626,"01:40:43,080","01:40:46,080","You must be careful, my dear."
1627,"01:40:46,080","01:40:48,080","Don't worry, Mama."
1628,"01:40:48,080","01:40:51,080",My boy isn't he brave.
1629,"01:41:13,080","01:41:17,080",I think this is what you've come for.
1630,"01:41:18,080","01:41:21,080",Here you are. You can have it back now.
1631,"01:41:22,080","01:41:24,080",Moomin!
1632,"01:41:31,080","01:41:34,080",Moomin!
1633,"01:41:34,080","01:41:37,080","Moomin! Are you all right, Moomin?"
1634,"01:41:37,080","01:41:40,080",I'll tell you something. I'm real glad there's no electricity where we live.
1635,"01:41:40,080","01:41:43,080","Oh, they didn't hurt you, did they?"
1636,"01:41:43,080","01:41:45,080",Ah! Go away!
1637,"01:41:45,080","01:41:48,080",They were alone.
1638,"01:41:48,080","01:41:51,080","Are you all right, Snuffkin?"
1639,"01:41:51,080","01:41:55,080",I'll tell you something. I'm real glad there's no electricity where we live.
1640,"01:41:55,080","01:41:58,080","Oh, they didn't hurt you, did they?"
1641,"01:41:58,080","01:42:01,080",Ah! Go away!
1642,"01:42:02,080","01:42:04,080","Are you all right, Snuffkin?"
1643,"01:42:04,080","01:42:06,080",What did he do to you?
1644,"01:42:06,080","01:42:09,080","Just a bit of shock, that's all."
1645,"01:42:09,080","01:42:13,080",What's that funny smell?
1646,"01:42:13,080","01:42:16,080","Oh, my god, it's your hair."
1647,"01:42:16,080","01:42:19,080",What do you mean?
1648,"01:42:19,080","01:42:21,080",What's happened to it?
1649,"01:42:21,080","01:42:24,080","Oh, no, my hair, Mama, Mama!"
1650,"01:42:24,080","01:42:27,080","Where's your mirror? Oh, Mama!"
1651,"01:42:27,080","01:42:32,080","Oh, look at what those wicked, hatty fat owners have done."
1652,"01:42:32,080","01:42:35,080",It's here in my handbag somewhere.
1653,"01:42:35,080","01:42:39,080","Hurry, Mama! I must see what's happened to my hair!"
1654,"01:42:39,080","01:42:42,080","Here you are, dear."
1655,"01:42:42,080","01:42:47,080",Look at me! Look at me! It's awful!
1656,"01:42:47,080","01:42:49,080",It's horrible! It's horrible!
1657,"01:42:49,080","01:42:53,080","Don't worry, we'll put some magic ointment on and it'll come back all lovely and curly."
1658,"01:42:53,080","01:42:56,080",I don't want nasty curly hair.
1659,"01:42:56,080","01:43:00,080","I want my long, beautiful hair like it was before."
1660,"01:43:04,080","01:43:08,080","You know, it really doesn't matter to me, Snuffkin."
1661,"01:43:13,080","01:43:18,080","God, oh, good. I hope that's the last we see of them."
1662,"01:43:18,080","01:43:22,080","Oh, dear, what's happened to Snuffkin?"
1663,"01:43:23,080","01:43:30,080","My hair, my hair, where's my hair?"
1664,"01:43:53,080","01:43:58,080","Oh, dear, what's happened to Snuffkin?"
1665,"01:43:58,080","01:44:03,080","Oh, dear, what's happened to Snuffkin?"
1666,"01:44:03,080","01:44:07,080","Oh, dear, what's happened to Snuffkin?"
1667,"01:44:07,080","01:44:12,080","Oh, dear, what's happened to Snuffkin?"
1668,"01:44:12,080","01:44:16,080","Oh, dear, what's happened to Snuffkin?"
1669,"01:44:16,080","01:44:21,080","Oh, dear, what's happened to Snuffkin?"
1670,"01:44:21,080","01:44:28,080",Snuffkin!
1671,"01:44:28,080","01:44:33,080",Snuffkin!
1672,"01:44:52,080","01:44:58,080","Wake up, woman. We've got to hurry."
1673,"01:45:13,080","01:45:16,080",I wonder where they're going.
1674,"01:45:16,080","01:45:19,080",Perhaps they're saving a way to a secret island.
1675,"01:45:19,080","01:45:26,080",Somewhere very far away from here where they can live happily on their own together.
1676,"01:45:26,080","01:45:30,080","Gosh, Snuffkin, they're really weird."
1677,"01:45:30,080","01:45:33,080","Well, it depends on how you look at it, woman."
1678,"01:45:33,080","01:45:40,080","They probably think we're a bit strange, too."
1679,"01:45:41,080","01:45:47,080","Snuffkin, you're really horrible. You knew I wanted to see them."
1680,"01:45:47,080","01:45:51,080","Come on, you were fast asleep, snoring your head off."
1681,"01:45:51,080","01:45:55,080",That wasn't me snoring that was Mr. Him you went.
1682,"01:45:55,080","01:45:58,080","All right, if you say so."
1683,"01:45:58,080","01:46:01,080","Well, I hope that's the last I'll see of them."
1684,"01:46:01,080","01:46:05,080","Me, too. That's a very pretty scarf, Snort Maidum."
1685,"01:46:05,080","01:46:08,080","Yes, it is, isn't it?"
1686,"01:46:08,080","01:46:12,080","Can we go exploring, Mama?"
1687,"01:46:12,080","01:46:14,080",I don't see why not.
1688,"01:46:14,080","01:46:20,080",It looks as though it'll be a nice day and there'll be lots of exciting things washed up by the storm.
1689,"01:46:20,080","01:46:24,080","Oh, that'll be fun. Let's look for the other side of the island."
1690,"01:46:24,080","01:46:28,080",What a good idea. I might discover some more plants.
1691,"01:46:39,080","01:46:46,080","Mr. Himmelin, hurry up, sir. Or it will be dark before we get there."
1692,"01:46:46,080","01:46:51,080","You go on, Momen. I just want to have a better look at these flowers."
1693,"01:46:51,080","01:46:55,080","Yes, all right."
1694,"01:46:55,080","01:46:59,080",Very interesting.
1695,"01:46:59,080","01:47:04,080",Just think we could find all sorts of things lying on the sand.
